"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify Dry Run","28","getLogin","All Test Suite","Thu May 29 12:30:34 IST 2025","passed","Thu May 29 12:30:34 IST 2025","com.testing.framework.tests.sample.TestBoilerPlateCode","SeleniumFramework_app.vwo","com.testing.framework.tests.sample.TestBoilerPlateCode","getLogin"
